geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId	DB
829	GO:0048636	positive regulation of muscle organ development	http://amigo.geneontology.org/amigo/term/GO:0048636	58	13	5.85431246919665	2.22058526400862	0.00441852888818639	0.0336856636127727	406;652;1906;1948;2627;2735;4851;7040;7472;23414;23493;28514;64321	ARNTL;BMP4;DLL1;EDN1;EFNB2;GATA6;GLI1;HEY2;NOTCH1;SOX17;TGFB1;WNT2;ZFPM2	geneontology_Biological_Process
830	GO:0006979	response to oxidative stress	http://amigo.geneontology.org/amigo/term/GO:0006979	350	51	35.3277476589453	1.44362444196429	0.00442120615868047	0.0336856636127727	301;347;348;388;406;558;1263;1277;1612;1843;1906;2113;2241;2309;2353;3082;3569;4170;4217;4323;4846;4929;5156;5159;5311;5371;5445;5598;5743;5796;5893;6421;6714;7128;7168;8013;8061;8692;8837;9124;9314;10013;10105;10276;10516;11030;50507;80149;94241;135112;140885	ANXA1;APOD;APOE;ARNTL;AXL;CFLAR;COL1A1;DAPK1;DUSP1;EDN1;ETS1;FBLN5;FER;FOS;FOSL1;FOXO3;HDAC6;HGF;HYAL2;IL6;KLF4;MAP3K5;MAPK7;MCL1;MMP14;NCOA7;NET1;NOS3;NOX4;NR4A2;NR4A3;PDGFRA;PDGFRB;PDLIM1;PKD2;PLK3;PML;PON2;PPIF;PTGS2;PTPRK;RAD52;RBPMS;RHOB;SFPQ;SIRPA;SRC;TNFAIP3;TP53INP1;TPM1;ZC3H12A	geneontology_Biological_Process
831	GO:0001946	lymphangiogenesis	http://amigo.geneontology.org/amigo/term/GO:0001946	12	5	1.21123706259241	4.12801106770833	0.00448163116358291	0.0339177994880252	659;1969;2296;5784;10630	BMPR2;EPHA2;FOXC1;PDPN;PTPN14	geneontology_Biological_Process
832	GO:1902992	negative regulation of amyloid precursor protein catabolic process	http://amigo.geneontology.org/amigo/term/GO:1902992	12	5	1.21123706259241	4.12801106770833	0.00448163116358291	0.0339177994880252	348;1191;8301;10418;23163	APOE;CLU;GGA3;PICALM;SPON1	geneontology_Biological_Process
833	GO:0035988	chondrocyte proliferation	http://amigo.geneontology.org/amigo/term/GO:0035988	12	5	1.21123706259241	4.12801106770833	0.00448163116358291	0.0339177994880252	659;1311;2261;4323;8091	BMPR2;COMP;FGFR3;HMGA2;MMP14	geneontology_Biological_Process
834	GO:0031581	hemidesmosome assembly	http://amigo.geneontology.org/amigo/term/GO:0031581	12	5	1.21123706259241	4.12801106770833	0.00448163116358291	0.0339177994880252	667;977;3691;3909;5339	CD151;DST;ITGB4;LAMA3;PLEC	geneontology_Biological_Process
835	GO:2001044	regulation of integrin-mediated signaling pathway	http://amigo.geneontology.org/amigo/term/GO:2001044	12	5	1.21123706259241	4.12801106770833	0.00448163116358291	0.0339177994880252	683;2013;2316;7076;84695	BST1;EMP2;FLNA;LOXL3;TIMP1	geneontology_Biological_Process
836	GO:0070482	response to oxygen levels	http://amigo.geneontology.org/amigo/term/GO:0070482	293	44	29.5743716116313	1.48777463737201	0.00455169824377533	0.0342661239728093	81;177;355;677;857;1263;1277;1788;1906;1909;2113;2309;2627;3383;3673;3779;4000;4017;4088;4313;4323;4609;4851;4929;5021;5066;5159;5327;5328;5371;5743;5764;6387;6714;7010;7040;7043;7057;7291;7412;8837;9124;10397;50507	ACTN4;AGER;CAV1;CFLAR;COL1A1;CXCL12;DNMT3A;EDN1;EDNRA;ETS1;FAS;FOXO3;GATA6;ICAM1;ITGA2;KCNMB1;LMNA;LOXL2;MMP14;MMP2;MYC;NDRG1;NOTCH1;NOX4;NR4A2;OXTR;PAM;PDGFRB;PDLIM1;PLAT;PLAU;PLK3;PML;PTGS2;PTN;SMAD3;SRC;TEK;TGFB1;TGFB3;THBS1;TWIST1;VCAM1;ZFP36L1	geneontology_Biological_Process
837	GO:0030325	adrenal gland development	http://amigo.geneontology.org/amigo/term/GO:0030325	22	7	2.22060128141942	3.15229936079545	0.00457608014899202	0.0342661239728093	1028;4088;4192;5156;10272;27122;84159	ARID5B;CDKN1C;DKK3;FSTL3;MDK;PDGFRA;SMAD3	geneontology_Biological_Process
838	GO:0060706	cell differentiation involved in embryonic placenta development	http://amigo.geneontology.org/amigo/term/GO:0060706	22	7	2.22060128141942	3.15229936079545	0.00457608014899202	0.0342661239728093	639;841;3976;4188;6615;7026;9021	CASP8;LIF;MDFI;NR2F2;PRDM1;SNAI1;SOCS3	geneontology_Biological_Process
839	GO:0035115	embryonic forelimb morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0035115	22	7	2.22060128141942	3.15229936079545	0.00457608014899202	0.0342661239728093	775;860;4487;7291;8434;8626;130497	CACNA1C;MSX1;OSR1;RECK;RUNX2;TP63;TWIST1	geneontology_Biological_Process
840	GO:0035116	embryonic hindlimb morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0035116	22	7	2.22060128141942	3.15229936079545	0.00457608014899202	0.0342661239728093	652;4487;4851;5916;7291;8626;130497	BMP4;MSX1;NOTCH1;OSR1;RARG;TP63;TWIST1	geneontology_Biological_Process
841	GO:0003413	chondrocyte differentiation involved in endochondral bone morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0003413	22	7	2.22060128141942	3.15229936079545	0.00457608014899202	0.0342661239728093	871;1291;1292;1293;1294;4148;5916	COL6A1;COL6A2;COL6A3;COL7A1;MATN3;RARG;SERPINH1	geneontology_Biological_Process
842	GO:0050820	positive regulation of coagulation	http://amigo.geneontology.org/amigo/term/GO:0050820	22	7	2.22060128141942	3.15229936079545	0.00457608014899202	0.0342661239728093	2149;2152;5054;6403;7056;7057;10630	F2R;F3;PDPN;SELP;SERPINE1;THBD;THBS1	geneontology_Biological_Process
843	GO:0072539	T-helper 17 cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0072539	22	7	2.22060128141942	3.15229936079545	0.00457608014899202	0.0342661239728093	3569;4092;10892;64332;80149;84695;114548	IL6;LOXL3;MALT1;NFKBIZ;NLRP3;SMAD7;ZC3H12A	geneontology_Biological_Process
844	GO:0007159	leukocyte cell-cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0007159	277	42	27.9593888615081	1.50217875676895	0.00462300506833802	0.0345717723802662	177;301;604;652;857;861;865;1947;1948;2064;2113;2736;3383;3481;3569;3570;3678;3688;3956;4092;4907;5914;6385;6387;6401;6403;6714;7040;7070;7292;7412;8013;8654;9314;10892;27242;57162;64332;80149;84695;114548;140885	AGER;ANXA1;BCL6;BMP4;CAV1;CBFB;CXCL12;EFNB1;EFNB2;ERBB2;ETS1;GLI2;ICAM1;IGF2;IL6;IL6R;ITGA5;ITGB1;KLF4;LGALS1;LOXL3;MALT1;NFKBIZ;NLRP3;NR4A3;NT5E;PDE5A;PELI1;RARA;RUNX1;SDC4;SELE;SELP;SIRPA;SMAD7;SRC;TGFB1;THY1;TNFRSF21;TNFSF4;VCAM1;ZC3H12A	geneontology_Biological_Process
845	GO:0051963	regulation of synapse assembly	http://amigo.geneontology.org/amigo/term/GO:0051963	65	14	6.56086742237555	2.13386418269231	0.0046839302588767	0.0349811730811359	627;3556;5021;5789;6495;7058;7162;8292;22883;23767;27286;54413;57555;375790	AGRN;BDNF;CLSTN1;COLQ;FLRT3;IL1RAP;NLGN2;NLGN3;OXTR;PTPRD;SIX1;SRPX2;THBS2;TPBG	geneontology_Biological_Process
846	GO:0048839	inner ear development	http://amigo.geneontology.org/amigo/term/GO:0048839	129	23	13.0207984228684	1.76640473594961	0.00475546063809773	0.0354685937711084	182;652;1749;2736;3714;4851;5159;5396;6385;6495;6678;6935;7040;7043;8013;8323;8516;9497;10253;23493;28514;64072;168667	BMP4;BMPER;CDH23;DLL1;DLX5;FZD6;GLI2;HEY2;ITGA8;JAG1;JAG2;NOTCH1;NR4A3;PDGFRB;PRRX1;SDC4;SIX1;SLC4A7;SPARC;SPRY2;TGFB1;TGFB3;ZEB1	geneontology_Biological_Process
847	GO:0030032	lamellipodium assembly	http://amigo.geneontology.org/amigo/term/GO:0030032	52	12	5.24869393790044	2.28628305288462	0.00477914078884711	0.0355983105337678	1901;1969;2241;3688;6624;7414;8874;9353;23380;54434;54961;55704	ARHGEF7;CCDC88A;EPHA2;FER;FSCN1;ITGB1;S1PR1;SLIT2;SRGAP2;SSH1;SSH3;VCL	geneontology_Biological_Process
848	GO:0061298	retina vasculature development in camera-type eye	http://amigo.geneontology.org/amigo/term/GO:0061298	17	6	1.71591917200591	3.49666819852941	0.00484936522810853	0.0356829075557319	659;1282;5156;5159;8829;57381	BMPR2;COL4A1;NRP1;PDGFRA;PDGFRB;RHOJ	geneontology_Biological_Process
849	GO:0031579	membrane raft organization	http://amigo.geneontology.org/amigo/term/GO:0031579	17	6	1.71591917200591	3.49666819852941	0.00484936522810853	0.0356829075557319	302;857;2013;2934;6281;79152	ANXA2;CAV1;EMP2;FA2H;GSN;S100A10	geneontology_Biological_Process
850	GO:0003418	growth plate cartilage chondrocyte differentiation	http://amigo.geneontology.org/amigo/term/GO:0003418	17	6	1.71591917200591	3.49666819852941	0.00484936522810853	0.0356829075557319	1291;1292;1293;1294;4148;5916	COL6A1;COL6A2;COL6A3;COL7A1;MATN3;RARG	geneontology_Biological_Process
851	GO:0032682	negative regulation of chemokine production	http://amigo.geneontology.org/amigo/term/GO:0032682	17	6	1.71591917200591	3.49666819852941	0.00484936522810853	0.0356829075557319	347;1969;2150;3569;9314;140885	APOD;EPHA2;F2RL1;IL6;KLF4;SIRPA	geneontology_Biological_Process
852	GO:0002726	positive regulation of T cell cytokine production	http://amigo.geneontology.org/amigo/term/GO:0002726	17	6	1.71591917200591	3.49666819852941	0.00484936522810853	0.0356829075557319	3554;3569;7292;8809;10892;114548	IL18R1;IL1R1;IL6;MALT1;NLRP3;TNFSF4	geneontology_Biological_Process
853	GO:0072074	kidney mesenchyme development	http://amigo.geneontology.org/amigo/term/GO:0072074	17	6	1.71591917200591	3.49666819852941	0.00484936522810853	0.0356829075557319	652;4609;5159;5311;6495;130497	BMP4;MYC;OSR1;PDGFRB;PKD2;SIX1	geneontology_Biological_Process
854	GO:0048532	anatomical structure arrangement	http://amigo.geneontology.org/amigo/term/GO:0048532	17	6	1.71591917200591	3.49666819852941	0.00484936522810853	0.0356829075557319	3212;6405;8828;8829;28514;55558	DLL1;HOXB2;NRP1;NRP2;PLXNA3;SEMA3F	geneontology_Biological_Process
855	GO:0034138	toll-like receptor 3 signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0034138	17	6	1.71591917200591	3.49666819852941	0.00484936522810853	0.0356829075557319	841;857;2150;7128;57162;81035	CASP8;CAV1;COLEC12;F2RL1;PELI1;TNFAIP3	geneontology_Biological_Process
856	GO:0071425	hematopoietic stem cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0071425	17	6	1.71591917200591	3.49666819852941	0.00484936522810853	0.0356829075557319	861;2120;2122;6423;7066;10443	ETV6;MECOM;N4BP2L2;RUNX1;SFRP2;THPO	geneontology_Biological_Process
857	GO:0046660	female sex differentiation	http://amigo.geneontology.org/amigo/term/GO:0046660	100	19	10.0936421882701	1.882373046875	0.00485353096942476	0.0356829075557319	558;2296;2309;3383;3624;3625;3955;4323;4327;4846;5156;6714;8626;9353;9510;23414;25976;26471;84159	ADAMTS1;ARID5B;AXL;FOXC1;FOXO3;ICAM1;INHBA;INHBB;LFNG;MMP14;MMP19;NOS3;NUPR1;PDGFRA;SLIT2;SRC;TIPARP;TP63;ZFPM2	geneontology_Biological_Process
858	GO:0071356	cellular response to tumor necrosis factor	http://amigo.geneontology.org/amigo/term/GO:0071356	198	32	19.9854115327748	1.60116792929293	0.00486195071574969	0.0356984474732282	81;677;837;841;958;1277;1906;2150;2309;3383;3551;4217;7057;7114;7128;7132;7133;7185;7292;7412;7538;8692;8718;9020;9076;9181;10344;10401;27242;51330;80149;153090	ACTN4;ARHGEF2;CASP4;CASP8;CCL26;CD40;CLDN1;COL1A1;DAB2IP;EDN1;F2RL1;FOXO3;HYAL2;ICAM1;IKBKB;MAP3K14;MAP3K5;PIAS3;THBS1;TMSB4X;TNFAIP3;TNFRSF12A;TNFRSF1A;TNFRSF1B;TNFRSF21;TNFRSF25;TNFSF4;TRAF1;VCAM1;ZC3H12A;ZFP36;ZFP36L1	geneontology_Biological_Process
859	GO:0030177	positive regulation of Wnt signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0030177	93	18	9.38708723509118	1.91752772177419	0.00492721403845819	0.036130775481492	406;857;1001;1277;1601;1749;4088;6423;6497;6659;6714;7128;8434;9037;9839;23499;27123;64750	ARNTL;CAV1;CDH3;COL1A1;DAB2;DKK2;DLX5;MACF1;RECK;SEMA5A;SFRP2;SKI;SMAD3;SMURF2;SOX4;SRC;TNFAIP3;ZEB2	geneontology_Biological_Process
860	GO:0061326	renal tubule development	http://amigo.geneontology.org/amigo/term/GO:0061326	79	16	7.97397732873337	2.00652689873418	0.00493844446294922	0.0361662795663073	38;182;652;1282;2246;3911;3976;4609;4851;5310;5311;6495;7040;26508;28514;130497	ACAT1;BMP4;COL4A1;DLL1;FGF1;HEYL;JAG1;LAMA5;LIF;MYC;NOTCH1;OSR1;PKD1;PKD2;SIX1;TGFB1	geneontology_Biological_Process
861	GO:1905207	regulation of cardiocyte differentiation	http://amigo.geneontology.org/amigo/term/GO:1905207	46	11	4.64307540660424	2.36911939538043	0.00509300929966328	0.0372500331335837	652;1906;1948;2627;5997;7040;10512;23493;28514;64321;144165	BMP4;DLL1;EDN1;EFNB2;GATA6;HEY2;PRICKLE1;RGS2;SEMA3C;SOX17;TGFB1	geneontology_Biological_Process
862	GO:0046631	alpha-beta T cell activation	http://amigo.geneontology.org/amigo/term/GO:0046631	115	21	11.6076885165106	1.8091457201087	0.00512687231872111	0.0374493215435874	177;301;602;604;639;861;865;2000;3569;3570;4092;5914;7292;8809;10892;27086;50856;64332;80149;84695;114548	AGER;ANXA1;BCL3;BCL6;CBFB;CLEC4A;ELF4;FOXP1;IL18R1;IL6;IL6R;LOXL3;MALT1;NFKBIZ;NLRP3;PRDM1;RARA;RUNX1;SMAD7;TNFSF4;ZC3H12A	geneontology_Biological_Process
863	GO:1901863	positive regulation of muscle tissue development	http://amigo.geneontology.org/amigo/term/GO:1901863	59	13	5.95524889107935	2.18294822563559	0.00515652368861463	0.037617371908824	406;652;1906;1948;2627;2735;4851;7040;7472;23414;23493;28514;64321	ARNTL;BMP4;DLL1;EDN1;EFNB2;GATA6;GLI1;HEY2;NOTCH1;SOX17;TGFB1;WNT2;ZFPM2	geneontology_Biological_Process
864	GO:2000352	negative regulation of endothelial cell apoptotic process	http://amigo.geneontology.org/amigo/term/GO:2000352	28	8	2.82621981271562	2.83063616071429	0.00517409912258282	0.0376970078931034	284;3383;5054;5598;7010;7128;7857;9037	ANGPT1;ICAM1;MAPK7;SCG2;SEMA5A;SERPINE1;TEK;TNFAIP3	geneontology_Biological_Process
865	GO:0001666	response to hypoxia	http://amigo.geneontology.org/amigo/term/GO:0001666	263	40	26.5462789551503	1.50680251901141	0.00533275318776683	0.0388029766014756	81;177;677;857;1263;1788;1906;1909;2113;2309;2627;3383;3673;3779;4000;4017;4088;4313;4323;4609;4851;4929;5066;5327;5328;5371;5743;5764;6387;6714;7010;7040;7043;7057;7291;7412;8837;9124;10397;50507	ACTN4;AGER;CAV1;CFLAR;CXCL12;DNMT3A;EDN1;EDNRA;ETS1;FOXO3;GATA6;ICAM1;ITGA2;KCNMB1;LMNA;LOXL2;MMP14;MMP2;MYC;NDRG1;NOTCH1;NOX4;NR4A2;PAM;PDLIM1;PLAT;PLAU;PLK3;PML;PTGS2;PTN;SMAD3;SRC;TEK;TGFB1;TGFB3;THBS1;TWIST1;VCAM1;ZFP36L1	geneontology_Biological_Process
866	GO:0034612	response to tumor necrosis factor	http://amigo.geneontology.org/amigo/term/GO:0034612	215	34	21.7013307047807	1.5667242005814	0.00534381505900794	0.038833552052688	81;677;837;841;958;1277;1906;2150;2309;3383;3551;4217;5743;6401;7057;7114;7128;7132;7133;7185;7292;7412;7538;8692;8718;9020;9076;9181;10344;10401;27242;51330;80149;153090	ACTN4;ARHGEF2;CASP4;CASP8;CCL26;CD40;CLDN1;COL1A1;DAB2IP;EDN1;F2RL1;FOXO3;HYAL2;ICAM1;IKBKB;MAP3K14;MAP3K5;PIAS3;PTGS2;SELE;THBS1;TMSB4X;TNFAIP3;TNFRSF12A;TNFRSF1A;TNFRSF1B;TNFRSF21;TNFRSF25;TNFSF4;TRAF1;VCAM1;ZC3H12A;ZFP36;ZFP36L1	geneontology_Biological_Process
867	GO:0006029	proteoglycan metabolic process	http://amigo.geneontology.org/amigo/term/GO:0006029	34	9	3.43183834401183	2.62250114889706	0.00537469540381563	0.0388716452406584	633;659;1462;1634;2131;2300;6934;9806;51363	BGN;BMPR2;CHST15;DCN;EXT1;FOXL1;SPOCK2;TCF7L2;VCAN	geneontology_Biological_Process
868	GO:0001941	postsynaptic membrane organization	http://amigo.geneontology.org/amigo/term/GO:0001941	34	9	3.43183834401183	2.62250114889706	0.00537469540381563	0.0388716452406584	348;1742;4038;5764;8292;54413;54434;57555;85358	APOE;COLQ;DLG4;LRP4;NLGN2;NLGN3;PTN;SHANK3;SSH1	geneontology_Biological_Process
869	GO:0030517	negative regulation of axon extension	http://amigo.geneontology.org/amigo/term/GO:0030517	34	9	3.43183834401183	2.62250114889706	0.00537469540381563	0.0388716452406584	6405;8482;8829;9037;10509;10512;54910;55558;57715	NRP1;PLXNA3;SEMA3C;SEMA3F;SEMA4B;SEMA4C;SEMA4G;SEMA5A;SEMA7A	geneontology_Biological_Process
870	GO:0009615	response to virus	http://amigo.geneontology.org/amigo/term/GO:0009615	247	38	24.9312962050271	1.52418870192308	0.00537652326858074	0.0388716452406584	59;602;958;1130;1191;2150;2316;3428;3455;3459;3460;3551;3569;4486;5371;5654;6387;6714;6773;7128;7292;8061;8091;8519;8692;9020;10346;10379;10410;10475;10521;10581;11213;54941;58487;80149;114548;201294	ACTA2;BCL3;CD40;CLU;CREBZF;CXCL12;DDX17;F2RL1;FLNA;FOSL1;HMGA2;HTRA1;HYAL2;IFI16;IFITM1;IFITM2;IFITM3;IFNAR2;IFNGR1;IFNGR2;IKBKB;IL6;IRAK3;IRF9;LYST;MAP3K14;MST1R;NLRP3;PML;RNF125;SRC;STAT2;TNFAIP3;TNFSF4;TRIM22;TRIM38;UNC13D;ZC3H12A	geneontology_Biological_Process
871	GO:0046718	viral entry into host cell	http://amigo.geneontology.org/amigo/term/GO:0046718	101	19	10.1945786101528	1.86373568997525	0.00542856631099864	0.0391978493451062	558;857;1948;1969;2934;3383;3673;3678;3688;3693;3949;3956;4360;8519;8692;9076;10410;10475;10581	AXL;CAV1;CLDN1;EFNB2;EPHA2;GSN;HYAL2;ICAM1;IFITM1;IFITM2;IFITM3;ITGA2;ITGA5;ITGB1;ITGB5;LDLR;LGALS1;MRC1;TRIM38	geneontology_Biological_Process
872	GO:0046683	response to organophosphorus	http://amigo.geneontology.org/amigo/term/GO:0046683	123	22	12.4151798915722	1.77202426321138	0.0054672856134832	0.0394271386725202	196;677;1036;1277;1843;2353;2354;3488;3726;3727;4327;5139;5311;5322;5743;6678;7010;7056;8061;50507;54434;65010	AHR;CDO1;COL1A1;DUSP1;FOS;FOSB;FOSL1;IGFBP5;JUNB;JUND;MMP19;NOX4;PDE3A;PKD2;PLA2G5;PTGS2;SLC26A6;SPARC;SSH1;TEK;THBD;ZFP36L1	geneontology_Biological_Process
873	GO:0051092	positive regulation of NF-kappaB transcription factor activity	http://amigo.geneontology.org/amigo/term/GO:0051092	138	24	13.9292262198127	1.72299592391304	0.00550355033696848	0.039638165976563	177;825;958;1191;2241;3383;3551;3556;3569;3656;4615;4791;7040;7185;8809;8837;9181;10346;10392;10475;10892;11213;51341;114548	AGER;ARHGEF2;CAPN3;CD40;CFLAR;CLU;FER;ICAM1;IKBKB;IL18R1;IL1RAP;IL6;IRAK2;IRAK3;MALT1;MYD88;NFKB2;NLRP3;NOD1;TGFB1;TRAF1;TRIM22;TRIM38;ZBTB7A	geneontology_Biological_Process
874	GO:0051098	regulation of binding	http://amigo.geneontology.org/amigo/term/GO:0051098	329	48	33.2080827994086	1.44543123100304	0.00551576255060438	0.0396756439631148	177;284;302;348;602;627;652;857;1025;1400;1601;2043;2296;3200;3428;3673;3955;3976;4035;4088;4188;4487;5310;5329;5350;5914;6281;6497;6672;6714;6934;7040;7074;7114;7291;8091;8829;8874;9314;10418;10769;22873;23129;23493;26086;51341;84444;153090	AGER;ANGPT1;ANXA2;APOE;ARHGEF7;BCL3;BDNF;BMP4;CAV1;CDK9;CRMP1;DAB2;DAB2IP;DOT1L;DZIP1;EPHA4;FOXC1;GPSM1;HEY2;HMGA2;HOXA3;IFI16;ITGA2;KLF4;LFNG;LIF;LRP1;MDFI;MSX1;NRP1;PKD1;PLAUR;PLK2;PLN;PLXND1;RARA;S100A10;SKI;SMAD3;SP100;SPON1;SRC;TCF7L2;TGFB1;TIAM1;TMSB4X;TWIST1;ZBTB7A	geneontology_Biological_Process
875	GO:1903725	regulation of phospholipid metabolic process	http://amigo.geneontology.org/amigo/term/GO:1903725	73	15	7.36835879743716	2.03573148544521	0.00555174992104268	0.039883827795714	341;2261;2784;3357;3949;5154;5156;5159;6714;7010;7040;8525;9021;9314;153090	APOC1;DAB2IP;DGKZ;FGFR3;GNB3;HTR2B;KLF4;LDLR;PDGFA;PDGFRA;PDGFRB;SOCS3;SRC;TEK;TGFB1	geneontology_Biological_Process
876	GO:0046632	alpha-beta T cell differentiation	http://amigo.geneontology.org/amigo/term/GO:0046632	87	17	8.78146870379497	1.93589484554598	0.0056000807181531	0.0399966739456152	301;602;604;639;861;865;3569;4092;5914;7292;8809;10892;27086;64332;80149;84695;114548	ANXA1;BCL3;BCL6;CBFB;FOXP1;IL18R1;IL6;LOXL3;MALT1;NFKBIZ;NLRP3;PRDM1;RARA;RUNX1;SMAD7;TNFSF4;ZC3H12A	geneontology_Biological_Process
877	GO:0007292	female gamete generation	http://amigo.geneontology.org/amigo/term/GO:0007292	87	17	8.78146870379497	1.93589484554598	0.0056000807181531	0.0399966739456152	994;2120;2309;3624;3625;4327;4846;4882;5139;5743;5997;6714;7130;8061;8654;9510;9985	ADAMTS1;CDC25B;ETV6;FOSL1;FOXO3;INHBA;INHBB;MMP19;NOS3;NPR2;PDE3A;PDE5A;PTGS2;REC8;RGS2;SRC;TNFAIP6	geneontology_Biological_Process
878	GO:0072163	mesonephric epithelium development	http://amigo.geneontology.org/amigo/term/GO:0072163	87	17	8.78146870379497	1.93589484554598	0.0056000807181531	0.0399966739456152	652;2246;2296;3911;4088;4092;4609;5310;5311;5914;6385;6495;7040;9244;9353;130497;168667	BMP4;BMPER;CRLF1;FGF1;FOXC1;LAMA5;MYC;OSR1;PKD1;PKD2;RARA;SDC4;SIX1;SLIT2;SMAD3;SMAD7;TGFB1	geneontology_Biological_Process
879	GO:0072164	mesonephric tubule development	http://amigo.geneontology.org/amigo/term/GO:0072164	87	17	8.78146870379497	1.93589484554598	0.0056000807181531	0.0399966739456152	652;2246;2296;3911;4088;4092;4609;5310;5311;5914;6385;6495;7040;9244;9353;130497;168667	BMP4;BMPER;CRLF1;FGF1;FOXC1;LAMA5;MYC;OSR1;PKD1;PKD2;RARA;SDC4;SIX1;SLIT2;SMAD3;SMAD7;TGFB1	geneontology_Biological_Process
880	GO:0030098	lymphocyte differentiation	http://amigo.geneontology.org/amigo/term/GO:0030098	280	42	28.2621981271562	1.486083984375	0.00560278439125117	0.0399966739456152	301;558;602;604;639;652;677;860;861;865;1316;2064;2736;3569;3624;3635;3688;3714;3953;3955;3956;4092;4323;5293;5914;6659;6929;6935;7040;7292;7412;8809;9580;10892;23529;27086;28514;51341;64332;80149;84695;114548	ANXA1;AXL;BCL3;BCL6;BMP4;CBFB;CLCF1;DLL1;ERBB2;FOXP1;GLI2;IL18R1;IL6;INHBA;INPP5D;ITGB1;JAG2;KLF6;LEPR;LFNG;LGALS1;LOXL3;MALT1;MMP14;NFKBIZ;NLRP3;PIK3CD;PRDM1;RARA;RUNX1;RUNX2;SMAD7;SOX13;SOX4;TCF3;TGFB1;TNFSF4;VCAM1;ZBTB7A;ZC3H12A;ZEB1;ZFP36L1	geneontology_Biological_Process
881	GO:0060996	dendritic spine development	http://amigo.geneontology.org/amigo/term/GO:0060996	80	16	8.07491375061607	1.9814453125	0.00561039346272307	0.0400005508721352	348;1742;1942;2043;7074;10013;10769;22891;23380;26052;50807;54149;54413;55236;85358;221935	APOE;ASAP1;C21orf91;DLG4;DNM3;EFNA1;EPHA4;HDAC6;NLGN3;PLK2;SDK1;SHANK3;SRGAP2;TIAM1;UBA6;ZNF365	geneontology_Biological_Process
882	GO:0036293	response to decreased oxygen levels	http://amigo.geneontology.org/amigo/term/GO:0036293	272	41	27.4547067520946	1.4933687097886	0.00565133145138863	0.0402417450896994	81;177;677;857;1263;1788;1906;1909;2113;2309;2627;3383;3673;3779;4000;4017;4088;4313;4323;4609;4851;4929;5021;5066;5327;5328;5371;5743;5764;6387;6714;7010;7040;7043;7057;7291;7412;8837;9124;10397;50507	ACTN4;AGER;CAV1;CFLAR;CXCL12;DNMT3A;EDN1;EDNRA;ETS1;FOXO3;GATA6;ICAM1;ITGA2;KCNMB1;LMNA;LOXL2;MMP14;MMP2;MYC;NDRG1;NOTCH1;NOX4;NR4A2;OXTR;PAM;PDLIM1;PLAT;PLAU;PLK3;PML;PTGS2;PTN;SMAD3;SRC;TEK;TGFB1;TGFB3;THBS1;TWIST1;VCAM1;ZFP36L1	geneontology_Biological_Process
883	GO:0043280	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	http://amigo.geneontology.org/amigo/term/GO:0043280	109	20	11.0020699852144	1.81783973623853	0.00588164191843732	0.0418291141963237	355;837;841;843;1612;2149;2152;2934;4088;4217;4609;5371;6091;8795;9647;10392;10395;22861;83595;114548	CASP10;CASP4;CASP8;DAPK1;DLC1;F2R;F3;FAS;GSN;MAP3K5;MYC;NLRP1;NLRP3;NOD1;PML;PPM1F;ROBO1;SMAD3;SOX7;TNFRSF10B	geneontology_Biological_Process
884	GO:0007422	peripheral nervous system development	http://amigo.geneontology.org/amigo/term/GO:0007422	60	13	6.05618531296205	2.14656575520833	0.00599008034819171	0.0424403565095285	627;861;2064;2115;4664;4908;5376;6497;8506;9076;10397;23114;79152	BDNF;CLDN1;CNTNAP1;ERBB2;ETV1;FA2H;NAB1;NDRG1;NFASC;NTF3;PMP22;RUNX1;SKI	geneontology_Biological_Process
885	GO:0021675	nerve development	http://amigo.geneontology.org/amigo/term/GO:0021675	60	13	6.05618531296205	2.14656575520833	0.00599008034819171	0.0424403565095285	627;3200;3212;3213;4908;5270;6405;6495;7412;8828;8829;55558;89797	BDNF;HOXA3;HOXB2;HOXB3;NAV2;NRP1;NRP2;NTF3;PLXNA3;SEMA3F;SERPINE2;SIX1;VCAM1	geneontology_Biological_Process
886	GO:1902117	positive regulation of organelle assembly	http://amigo.geneontology.org/amigo/term/GO:1902117	60	13	6.05618531296205	2.14656575520833	0.00599008034819171	0.0424403565095285	1437;1906;6385;6624;6714;9662;9696;22873;50807;55704;79734;225689;255967	ASAP1;CCDC88A;CEP135;CROCC;CSF2;DZIP1;EDN1;FSCN1;KCTD17;MAPK15;PAN3;SDC4;SRC	geneontology_Biological_Process
887	GO:0000188	inactivation of MAPK activity	http://amigo.geneontology.org/amigo/term/GO:0000188	23	7	2.32153770330212	3.01524286684783	0.00601485415449898	0.0424564705344373	857;1843;1846;1847;1848;1849;200734	CAV1;DUSP1;DUSP4;DUSP5;DUSP6;DUSP7;SPRED2	geneontology_Biological_Process
